Date	Amount
9/4/2000	185.512
9/5/2000	187.2451
9/6/2000	189.70
9/7/2000	193.135
9/8/2000	192.153
9/12/2000	194.421
9/13/2000	193.359
9/14/2000	193.517
9/15/2000	192.643
9/18/2000	196.024
9/19/2000	196.302
9/20/2000	197.772
9/21/2000	196.256
9/22/2000	193.968
9/25/2000	190.678
9/26/2000	190.003
9/27/2000	188.731
9/28/2000	189.268
9/29/2000	190.416
10/2/2000	189.139
10/3/2000	191.094
10/4/2000	190.984
10/5/2000	191.53
10/6/2000	191.755
10/9/2000	192.643
10/10/2000	192.287
10/11/2000	191.2262
10/13/2000	193.517
10/16/2000	196.58
10/17/2000	197.163
10/18/2000	195.449
10/19/2000	196.929
10/20/2000	197.772
10/23/2000	199.073
10/24/2000	200.272
10/25/2000	200.489
10/26/2000	203.182
10/27/2000	201.094
10/30/2000	197.89
10/31/2000	198.788
11/2/2000	195.105
11/3/2000	193.764
11/6/2000	192.42
11/7/2000	194.217
11/8/2000	195.242
11/9/2000	196.024
11/10/2000	192.732
11/13/2000	193.652
11/14/2000	194.33
11/15/2000	194.557
11/16/2000	195.334
11/17/2000	195.334
11/20/2000	197.186
11/21/2000	196.256
11/22/2000	197.725
11/23/2000	198.385
11/24/2000	199.24
11/27/2000	198.741
11/28/2000	196.256
11/29/2000	194.421
11/30/2000	192.978
12/1/2000	191.226
12/4/2000	191.12
12/5/2000	189.053
12/7/2000	187.034
12/11/2000	189.139
12/12/2000	189.462
12/13/2000	191.05
12/14/2000	189.678
12/15/2000	186.615
12/18/2000	186.573
12/19/2000	187.498
12/20/2000	186.615
12/21/2000	183.345
12/22/2000	182.52
12/27/2000	179.60
12/28/2000	180.34
12/29/2000	179.84
1/2/2001	176.855
1/3/2001	175.48
1/4/2001	177.119
1/5/2001	175.33
1/8/2001	175.46
1/9/2001	177.705
1/10/2001	178.07
1/11/2001	177.516
1/12/2001	175.735
1/15/2001	177.044
1/16/2001	177.895
1/17/2001	178.277
1/18/2001	178.334
1/19/2001	176.855
1/22/2001	180.09
1/23/2001	177.611
1/24/2001	179.51
1/25/2001	181.922
1/26/2001	180.09
1/29/2001	180.972
1/30/2001	182.54
1/31/2001	179.837
2/1/2001	177.516
2/2/2001	177.991
2/5/2001	178.277
2/6/2001	179.411
2/7/2001	180.481
2/8/2001	180.579
2/9/2001	181.862
2/12/2001	180.188
2/13/2001	180.462
2/14/2001	181.822
2/15/2001	182.881
2/16/2001	183.709
2/19/2001	183.123
2/20/2001	183.143
2/21/2001	182.962
2/22/2001	184.77
2/23/2001	184.873
2/26/2001	183.45
2/27/2001	182.86
2/28/2001	182.041
3/1/2001	180.95
3/2/2001	179.025
3/5/2001	179.799
3/6/2001	180.48
3/7/2001	179.218
3/8/2001	180.27
3/9/2001	178.97
3/12/2001	179.60
3/13/2001	180.52
3/14/2001	184.26
3/15/2001	184.57
3/16/2001	186.72
3/19/2001	186.91
3/20/2001	185.017
3/21/2001	185.595
3/22/2001	187.498
3/23/2001	188.411
3/26/2001	187.181
3/27/2001	186.824
3/28/2001	187.879
3/29/2001	189.139
3/30/2001	190.351
4/2/2001	191.072
4/3/2001	188.731
4/4/2001	187.034
4/5/2001	184.361
4/6/2001	185.989
4/9/2001	185.285
4/10/2001	186.343
4/11/2001	188.198
4/12/2001	188.432
4/17/2001	189.247
4/18/2001	189.851
4/19/2001	189.462
4/20/2001	185.885
4/23/2001	185.677
4/24/2001	186.093
4/25/2001	187.667
4/26/2001	186.761
4/27/2001	185.367
4/30/2001	187.985
5/2/2001	188.304
5/3/2001	187.456
5/4/2001	187.646
5/7/2001	187.709
5/8/2001	188.71
5/9/2001	189.656
5/10/2001	188.817
5/11/2001	190.329
5/14/2001	191.424
5/15/2001	191.446
5/16/2001	188.924
5/17/2001	189.29
5/18/2001	189.895
5/21/2001	190.809
5/22/2001	191.05
5/23/2001	194.308
5/24/2001	196.024
5/25/2001	195.564
5/28/2001	194.877
5/29/2001	196.07
5/30/2001	195.56
5/31/2001	196.813
6/1/2001	197.373
6/4/2001	196.487
6/5/2001	198.456
6/6/2001	196.372
6/7/2001	197.748
6/8/2001	197.116
6/11/2001	196.418
6/12/2001	198.456
6/13/2001	196.12
6/14/2001	196.348
6/15/2001	194.126
6/18/2001	194.081
6/19/2001	195.357
6/20/2001	196.256
6/21/2001	195.38
6/22/2001	195.886
6/25/2001	194.74
6/26/2001	193.742
6/27/2001	193.719
6/28/2001	195.174
6/29/2001	197.913
7/2/2001	198.102
7/3/2001	197.748
7/4/2001	198.267
7/5/2001	199.169
7/6/2001	199.911
7/9/2001	197.631
7/10/2001	196.233
7/11/2001	194.649
7/12/2001	196.209
7/13/2001	196.487
7/16/2001	195.128
7/17/2001	196.813
7/18/2001	195.082
7/19/2001	191.424
7/20/2001	192.309
7/24/2001	192.198
7/25/2001	191.843
7/26/2001	190.003
7/27/2001	190.503
7/30/2001	191.468
7/31/2001	191.424
8/1/2001	190.111
8/2/2001	189.786
8/3/2001	190.003
8/6/2001	190.111
8/7/2001	190.329
8/8/2001	191.094
8/9/2001	189.678
8/10/2001	187.56
8/13/2001	187.35
8/14/2001	186.57
8/16/2001	182.74
8/17/2001	183.65
8/20/2001	182.28
8/21/2001	183.24
8/22/2001	183.24
8/23/2001	183.24
8/24/2001	182.94
8/27/2001	183.83
8/28/2001	185.37
8/29/2001	183.35
8/30/2001	184.50
8/31/2001	182.60
9/3/2001	184.055
9/4/2001	186.093
9/5/2001	188.496
9/6/2001	189.462
9/7/2001	187.266
9/10/2001	184.934
9/12/2001	184.873
9/13/2001	184.463
9/14/2001	183.345
9/17/2001	179.604
9/18/2001	182.121
9/19/2001	180.756
9/20/2001	180.677
9/21/2001	181.07
9/24/2001	183.244
9/25/2001	182.40
9/26/2001	181.564
9/27/2001	181.842
9/28/2001	183.103
10/1/2001	184.055
10/2/2001	183.04
10/3/2001	181.525
10/4/2001	183.244
10/5/2001	182.36
10/8/2001	181.525
10/9/2001	181.644
10/10/2001	183.406
10/11/2001	183.994
10/15/2001	183.811
10/16/2001	184.67
10/17/2001	184.996
10/18/2001	185.72
10/19/2001	186.301
10/22/2001	186.22
10/23/2001	188.113
10/24/2001	187.794
10/25/2001	187.985
10/26/2001	187.30
10/29/2001	186.406
10/30/2001	184.873
10/31/2001	185.14
11/2/2001	185.181
11/5/2001	186.552
11/6/2001	186.322
11/7/2001	185.553
11/8/2001	186.615
11/9/2001	188.198
11/12/2001	187.434
11/13/2001	188.817
11/14/2001	190.394
11/15/2001	190.003
11/16/2001	189.032
11/19/2001	190.068
11/20/2001	189.851
11/21/2001	190.111
11/22/2001	190.722
11/23/2001	190.372
11/26/2001	189.851
11/27/2001	190.111
11/28/2001	189.247
11/29/2001	188.56
11/30/2001	189.139
12/3/2001	186.929
12/4/2001	187.964
12/5/2001	187.667
12/7/2001	187.561
12/10/2001	188.198
12/11/2001	187.985
12/12/2001	187.35
12/13/2001	186.761
12/14/2001	185.885
12/16/2001	180.00
12/17/2001	185.058
12/18/2001	185.574
12/19/2001	185.989
12/20/2001	186.615
12/21/2001	186.761
12/24/2001	188.518
12/27/2001	189.895
12/28/2001	189.786
12/31/2001	190.111
1/2/2002	187.14
1/3/2002	185.89
1/4/2002	186.93
1/7/2002	186.51
1/8/2002	188.20
1/9/2002	187.88
1/10/2002	187.99
1/11/2002	187.99
1/14/2002	187.56
1/15/2002	187.99
1/16/2002	190.11
1/17/2002	190.29
1/18/2002	190.26
1/21/2002	189.46
1/22/2002	189.46
1/23/2002	189.03
1/24/2002	190.88
1/25/2002	191.42
1/28/2002	193.97
1/29/2002	194.08
1/30/2002	193.86
1/31/2002	194.42
2/1/2002	195.22
2/4/2002	194.54
2/5/2002	192.69
2/6/2002	193.36
2/7/2002	193.18
2/8/2002	191.95
2/11/2002	192.04
2/12/2002	191.03
2/13/2002	191.20
2/14/2002	192.22
2/15/2002	192.09
2/18/2002	191.73
2/19/2002	193.22
2/20/2002	191.27
2/21/2002	192.53
2/22/2002	192.84
2/25/2002	191.64
2/26/2002	192.96
2/27/2002	194.08
2/28/2002	195.22
3/1/2002	193.18
3/4/2002	193.97
3/5/2002	192.84
3/6/2002	192.42
3/7/2002	191.07
3/8/2002	190.96
3/11/2002	191.73
3/12/2002	192.07
3/13/2002	191.47
3/14/2002	190.16
3/15/2002	189.35
3/18/2002	190.31
3/19/2002	190.05
3/20/2002	190.63
3/21/2002	189.57
3/22/2002	190.33
3/25/2002	190.96
3/26/2002	191.12
3/27/2002	191.34
3/28/2002	192.07
4/2/2002	191.25
4/3/2002	191.25
4/4/2002	191.25
4/5/2002	191.25
4/8/2002	190.96
4/9/2002	191.40
4/10/2002	190.20
4/11/2002	190.42
4/12/2002	190.20
4/15/2002	190.11
4/16/2002	190.37
4/17/2002	189.46
4/18/2002	188.03
4/19/2002	188.26
4/22/2002	188.60
4/23/2002	188.97
4/24/2002	188.75
4/25/2002	187.65
4/26/2002	186.51
4/29/2002	185.78
4/30/2002	185.53
5/2/2002	184.85
5/3/2002	185.53
5/6/2002	183.04
5/7/2002	182.38
5/8/2002	183.43
5/9/2002	184.96
5/10/2002	183.22
5/13/2002	183.04
5/14/2002	184.75
5/15/2002	185.89
5/16/2002	183.93
5/17/2002	183.22
5/20/2002	182.04
5/21/2002	182.64
5/22/2002	181.84
5/23/2002	181.35
5/24/2002	182.24
5/27/2002	182.10
5/28/2002	181.94
5/29/2002	180.36
5/30/2002	178.74
5/31/2002	178.74
6/3/2002	179.76
6/4/2002	177.78
6/5/2002	178.35
6/6/2002	179.22
6/7/2002	176.97
6/10/2002	178.26
6/11/2002	177.74
6/12/2002	176.84
6/13/2002	177.54
6/14/2002	177.50
6/17/2002	177.27
6/18/2002	176.97
6/19/2002	175.74
6/20/2002	174.87
6/21/2002	173.46
6/25/2002	172.30
6/26/2002	169.42
6/27/2002	170.02
6/28/2002	169.33
7/1/2002	168.19
7/2/2002	170.41
7/3/2002	170.70
7/4/2002	171.14
7/5/2002	172.21
7/8/2002	169.94
7/9/2002	169.37
7/10/2002	168.15
7/11/2002	169.68
7/12/2002	170.11
7/15/2002	168.49
7/16/2002	166.72
7/17/2002	165.31
7/18/2002	166.30
7/19/2002	164.69
7/22/2002	165.72
7/23/2002	168.39
7/24/2002	169.25
7/26/2002	167.51
7/29/2002	169.94
7/30/2002	171.07
7/31/2002	170.88
8/1/2002	172.03
8/2/2002	169.94
8/5/2002	170.55
8/6/2002	172.03
8/7/2002	173.37
8/8/2002	172.38
8/9/2002	173.10
8/12/2002	171.80
8/13/2002	171.50
8/14/2002	169.90
8/16/2002	171.14
8/19/2002	170.11
8/20/2002	171.53
8/21/2002	170.63
8/22/2002	171.59
8/23/2002	173.37
8/26/2002	173.01
8/27/2002	171.85
8/28/2002	170.97
8/29/2002	170.79
8/30/2002	170.22
9/2/2002	170.79
9/3/2002	169.76
9/4/2002	168.46
9/5/2002	168.39
9/6/2002	169.25
9/9/2002	170.63
9/10/2002	170.79
9/12/2002	171.59
9/13/2002	170.79
9/16/2002	173.28
9/17/2002	173.46
9/18/2002	172.65
9/19/2002	171.06
9/20/2002	170.25
9/23/2002	170.88
9/24/2002	171.59
9/25/2002	170.55
9/26/2002	171.21
9/27/2002	171.50
9/30/2002	170.46
10/1/2002	169.59
10/2/2002	170.63
10/3/2002	169.63
10/4/2002	169.94
10/7/2002	171.32
10/8/2002	170.63
10/9/2002	171.06
10/10/2002	169.50
10/11/2002	169.94
10/14/2002	169.59
10/15/2002	169.76
10/16/2002	170.55
10/17/2002	171.50
10/18/2002	172.74
10/21/2002	172.38
10/22/2002	172.30
10/23/2002	171.57
10/24/2002	171.90
10/25/2002	171.32
10/28/2002	172.21
10/30/2002	170.56
10/31/2002	169.85
11/4/2002	168.08
11/5/2002	167.73
11/6/2002	168.30
11/7/2002	167.05
11/8/2002	166.05
11/11/2002	165.56
11/12/2002	166.22
11/13/2002	165.89
11/14/2002	166.80
11/15/2002	167.00
11/18/2002	166.22
11/19/2002	166.05
11/20/2002	167.39
11/21/2002	167.17
11/22/2002	167.17
11/25/2002	168.42
11/26/2002	169.07
11/27/2002	168.82
11/28/2002	169.33
11/29/2002	168.70
12/2/2002	168.82
12/3/2002	168.13
12/4/2002	167.56
12/5/2002	167.42
12/9/2002	165.89
12/10/2002	166.05
12/11/2002	166.22
12/12/2002	165.56
12/13/2002	164.36
12/16/2002	163.62
12/17/2002	162.90
12/18/2002	163.46
12/19/2002	163.38
12/20/2002	163.22
12/23/2002	162.74
12/24/2002	163.38
12/27/2002	161.73
12/30/2002	160.71
12/31/2002	160.25
1/2/2003	160.56
1/3/2003	161.78
1/7/2003	160.79
1/8/2003	160.95
1/9/2003	159.19
1/10/2003	159.50
1/13/2003	158.73
1/14/2003	158.81
1/15/2003	159.14
1/16/2003	158.58
1/17/2003	157.91
1/20/2003	157.38
1/21/2003	157.49
1/22/2003	156.29
1/23/2003	156.36
1/24/2003	155.49
1/27/2003	154.63
1/28/2003	155.05
1/29/2003	154.06
1/30/2003	155.24
1/31/2003	154.89
2/3/2003	156.00
2/4/2003	155.05
2/5/2003	153.54
2/6/2003	155.49
2/7/2003	155.41
2/10/2003	155.05
2/11/2003	156.48
2/12/2003	156.17
2/13/2003	155.41
2/14/2003	154.49
2/17/2003	156.29
2/18/2003	155.95
2/19/2003	156.51
2/20/2003	155.68
2/21/2003	154.91
2/24/2003	155.63
2/25/2003	155.27
2/26/2003	156.00
2/27/2003	155.41
2/28/2003	155.85
3/3/2003	155.01
3/4/2003	153.49
3/5/2003	152.72
3/6/2003	152.93
3/7/2003	152.03
3/10/2003	151.78
3/11/2003	151.90
3/12/2003	151.76
3/13/2003	153.63
3/14/2003	155.05
3/17/2003	154.71
3/18/2003	157.61
3/19/2003	157.68
3/20/2003	157.58
3/21/2003	157.98
3/24/2003	157.68
3/25/2003	156.70
3/26/2003	157.68
3/27/2003	156.58
3/28/2003	156.66
3/31/2003	154.63
4/1/2003	153.75
4/2/2003	154.28
4/3/2003	155.36
4/4/2003	156.29
4/7/2003	158.06
4/8/2003	156.73
4/9/2003	155.68
4/10/2003	155.18
4/11/2003	154.02
4/14/2003	154.76
4/15/2003	154.45
4/16/2003	154.05
4/17/2003	153.04
4/22/2003	153.25
4/23/2003	151.73
4/24/2003	151.96
4/25/2003	150.73
4/28/2003	150.71
4/29/2003	151.27
4/30/2003	151.12
5/5/2003	148.56
5/6/2003	147.62
5/7/2003	146.56
5/8/2003	146.72
5/9/2003	145.28
5/12/2003	144.71
5/13/2003	143.97
5/14/2003	144.70
5/15/2003	144.71
5/16/2003	145.23
5/19/2003	144.16
5/20/2003	142.38
5/21/2003	142.39
5/22/2003	142.13
5/23/2003	142.21
5/26/2003	141.17
5/27/2003	141.17
5/28/2003	140.37
5/29/2003	141.70
5/30/2003	140.59
6/2/2003	141.41
6/3/2003	141.68
6/4/2003	142.19
6/5/2003	142.11
6/6/2003	140.17
6/9/2003	142.27
6/10/2003	141.69
6/11/2003	142.38
6/12/2003	141.44
6/13/2003	141.40
6/16/2003	139.82
6/17/2003	140.50
6/18/2003	140.87
6/19/2003	142.10
6/20/2003	142.48
6/23/2003	143.24
6/25/2003	144.71
6/26/2003	143.55
6/27/2003	145.58
6/30/2003	145.66
7/1/2003	144.66
7/2/2003	143.68
7/3/2003	144.38
7/4/2003	144.65
7/7/2003	144.65
7/8/2003	146.71
7/9/2003	147.70
7/10/2003	147.10
7/11/2003	146.08
7/14/2003	147.19
7/15/2003	147.27
7/16/2003	148.12
7/17/2003	148.44
7/18/2003	149.04
7/21/2003	148.04
7/22/2003	146.65
7/23/2003	146.92
7/24/2003	144.89
7/28/2003	144.52
7/29/2003	144.72
7/30/2003	145.11
7/31/2003	146.38
8/1/2003	148.15
8/4/2003	147.87
8/5/2003	146.76
8/6/2003	146.61
8/7/2003	146.51
8/8/2003	146.08
8/11/2003	146.97
8/12/2003	146.61
8/13/2003	147.19
8/14/2003	147.02
8/18/2003	147.83
8/19/2003	149.39
8/20/2003	149.67
8/21/2003	149.84
8/22/2003	151.59
8/25/2003	153.05
8/26/2003	152.76
8/27/2003	152.75
8/28/2003	152.56
8/29/2003	152.72
9/1/2003	151.45
9/2/2003	151.45
9/3/2003	153.04
9/4/2003	153.42
9/5/2003	152.66
9/8/2003	150.26
9/9/2003	149.57
9/10/2003	148.69
9/15/2003	147.15
9/16/2003	147.19
9/17/2003	149.01
9/18/2003	148.04
9/19/2003	148.03
9/22/2003	146.65
9/23/2003	145.09
9/24/2003	144.85
9/25/2003	145.04
9/26/2003	144.89
9/29/2003	144.91
9/30/2003	143.71
10/1/2003	142.82
10/2/2003	142.11
10/3/2003	142.00
10/6/2003	143.49
10/7/2003	143.70
10/8/2003	141.20
10/9/2003	140.95
10/10/2003	142.27
10/13/2003	140.86
10/14/2003	142.30
10/15/2003	141.92
10/16/2003	142.80
10/17/2003	142.64
10/20/2003	143.07
10/21/2003	142.56
10/22/2003	142.50
10/23/2003	140.95
10/24/2003	141.06
10/27/2003	140.61
10/28/2003	141.46
10/30/2003	142.54
10/31/2003	142.28
11/3/2003	143.33
11/4/2003	145.26
11/5/2003	144.72
11/6/2003	145.02
11/7/2003	145.74
11/10/2003	144.62
11/11/2003	144.50
11/12/2003	144.72
11/13/2003	142.86
11/14/2003	142.08
11/17/2003	141.69
11/18/2003	141.68
11/19/2003	139.90
11/20/2003	139.71
11/21/2003	139.88
11/24/2003	139.67
11/25/2003	141.39
11/26/2003	141.18
11/27/2003	139.62
11/28/2003	139.62
12/1/2003	138.71
12/2/2003	139.17
12/3/2003	137.69
12/4/2003	137.59
12/5/2003	137.77
12/9/2003	136.19
12/10/2003	136.06
12/11/2003	136.21
12/12/2003	136.79
12/15/2003	135.45
12/16/2003	135.38
12/17/2003	134.97
12/18/2003	134.39
12/19/2003	134.44
12/22/2003	134.40
12/23/2003	134.02
12/24/2003	134.12
12/29/2003	133.74
12/30/2003	133.27
12/31/2003	133.15
1/2/2004	132.08
1/5/2004	132.14
1/7/2004	130.26
1/8/2004	131.37
1/9/2004	130.27
1/12/2004	129.45
1/13/2004	129.97
1/14/2004	130.65
1/15/2004	130.74
1/16/2004	132.18
1/19/2004	134.24
1/20/2004	134.24
1/21/2004	132.22
1/22/2004	131.87
1/23/2004	130.84
1/26/2004	131.95
1/27/2004	132.56
1/28/2004	131.60
1/29/2004	131.84
1/30/2004	134.30
2/2/2004	133.62
2/3/2004	133.90
2/4/2004	132.46
2/5/2004	132.56
2/6/2004	131.99
2/9/2004	131.07
2/10/2004	131.30
2/11/2004	130.73
2/12/2004	129.84
2/13/2004	129.92
2/16/2004	130.49
2/17/2004	130.49
2/18/2004	129.50
2/19/2004	129.87
2/20/2004	131.17
2/23/2004	132.44
2/24/2004	132.38
2/25/2004	131.10
2/26/2004	133.08
2/27/2004	133.71
3/1/2004	133.74
3/2/2004	133.85
3/3/2004	136.25
3/4/2004	137.65
3/5/2004	136.10
3/8/2004	134.17
3/9/2004	134.50
3/10/2004	133.88
3/11/2004	136.09
3/12/2004	135.63
3/15/2004	136.48
3/16/2004	135.90
3/17/2004	135.61
3/18/2004	136.43
3/19/2004	134.27
3/22/2004	135.61
3/23/2004	134.53
3/24/2004	135.15
3/25/2004	136.24
3/26/2004	136.72
3/29/2004	137.60
3/30/2004	137.04
3/31/2004	136.36
4/1/2004	135.36
4/2/2004	134.64
4/5/2004	137.41
4/6/2004	138.56
4/7/2004	137.63
4/8/2004	136.71
4/13/2004	137.87
4/14/2004	139.55
4/15/2004	139.35
4/16/2004	139.66
4/19/2004	138.37
4/20/2004	138.45
4/21/2004	139.71
4/22/2004	140.37
4/23/2004	140.28
4/26/2004	140.98
4/27/2004	140.40
4/28/2004	139.50
4/29/2004	140.65
4/30/2004	139.29
5/3/2004	138.94
5/4/2004	139.39
5/5/2004	137.78
5/6/2004	136.77
5/7/2004	137.62
5/10/2004	140.00
5/11/2004	140.60
5/12/2004	140.79
5/13/2004	139.69
5/14/2004	140.99
5/17/2004	140.13
5/18/2004	138.55
5/19/2004	138.99
5/20/2004	138.48
5/21/2004	139.52
5/24/2004	138.55
5/25/2004	138.91
5/26/2004	137.43
5/27/2004	137.49
5/28/2004	135.56
5/31/2004	136.19
6/1/2004	136.19
6/2/2004	136.27
6/3/2004	135.83
6/4/2004	136.33
6/7/2004	135.74
6/8/2004	135.05
6/9/2004	135.57
6/10/2004	137.54
6/11/2004	137.40
6/14/2004	138.53
6/15/2004	137.82
6/16/2004	137.07
6/17/2004	138.59
6/18/2004	138.19
6/21/2004	137.30
6/22/2004	137.40
6/23/2004	137.60
6/25/2004	136.72
6/28/2004	137.00
6/29/2004	136.46
6/30/2004	137.24
7/1/2004	136.62
7/2/2004	136.85
7/5/2004	135.20
7/6/2004	135.20
7/7/2004	135.38
7/8/2004	134.36
7/9/2004	134.29
7/12/2004	134.31
7/13/2004	134.08
7/14/2004	135.25
7/15/2004	134.34
7/16/2004	134.48
7/19/2004	133.78
7/20/2004	133.85
7/21/2004	134.43
7/22/2004	134.77
7/23/2004	131.70
7/27/2004	132.93
7/28/2004	132.76
7/29/2004	133.60
7/30/2004	133.75
8/2/2004	134.03
8/3/2004	134.03
8/4/2004	134.00
8/5/2004	133.77
8/6/2004	133.87
8/9/2004	131.47
8/10/2004	131.47
8/11/2004	131.46
8/12/2004	131.28
8/13/2004	131.90
8/16/2004	130.55
8/17/2004	130.55
8/18/2004	130.62
8/19/2004	130.54
8/20/2004	130.86
8/23/2004	130.91
8/24/2004	130.91
8/25/2004	132.45
8/26/2004	133.28
8/27/2004	133.34
8/30/2004	134.00
8/31/2004	134.00
9/1/2004	133.87
9/2/2004	132.48
9/3/2004	132.27
9/6/2004	133.48
9/7/2004	133.48
9/8/2004	133.69
9/9/2004	133.39
9/10/2004	132.55
9/13/2004	131.23
9/14/2004	131.23
9/15/2004	131.57
9/16/2004	131.39
9/17/2004	132.62
9/20/2004	132.31
9/21/2004	132.31
9/22/2004	132.66
9/23/2004	131.35
9/24/2004	131.53
9/27/2004	131.41
9/28/2004	131.41
9/29/2004	131.20
9/30/2004	130.89
10/1/2004	130.91
10/4/2004	129.84
10/5/2004	129.84
10/6/2004	131.51
10/7/2004	131.02
10/8/2004	131.24
10/11/2004	129.97
10/13/2004	130.38
10/14/2004	130.95
10/15/2004	131.23
10/18/2004	129.33
10/19/2004	129.33
10/20/2004	129.05
10/21/2004	128.96
10/22/2004	128.14
10/25/2004	127.71
10/26/2004	127.71
10/27/2004	126.15
10/28/2004	126.55
10/31/2004	126.54
11/2/2004	126.54
11/3/2004	126.59
11/4/2004	127.13
11/5/2004	126.14
11/8/2004	124.94
11/9/2004	124.94
11/10/2004	124.91
11/11/2004	125.06
11/12/2004	125.21
11/15/2004	124.63
11/16/2004	124.63
11/17/2004	124.77
11/18/2004	124.06
11/19/2004	124.74
11/22/2004	123.97
11/23/2004	123.97
11/24/2004	125.92
11/25/2004	125.29
11/26/2004	124.11
11/29/2004	124.63
11/30/2004	124.63
12/1/2004	123.93
12/2/2004	123.38
12/3/2004	124.40
12/7/2004	124.99
12/9/2004	123.70
12/10/2004	124.49
12/13/2004	124.38
12/14/2004	124.02
12/15/2004	123.84
12/16/2004	123.00
12/17/2004	124.49
12/20/2004	123.74
12/21/2004	123.51
12/22/2004	123.39
12/23/2004	122.82
12/24/2004	122.23
12/27/2004	121.87
12/28/2004	121.45
12/29/2004	121.10
12/30/2004	121.24
12/31/2004	121.24
1/3/2005	122.14
1/4/2005	122.70
1/5/2005	124.63
1/7/2005	125.10
1/10/2005	126.20
1/11/2005	125.54
1/12/2005	125.75
1/13/2005	124.45
1/14/2005	125.82
1/17/2005	125.81
1/18/2005	126.74
1/19/2005	126.55
1/20/2005	127.03
1/21/2005	127.13
1/24/2005	126.27
1/25/2005	126.35
1/26/2005	127.13
1/27/2005	125.87
1/28/2005	126.57
1/31/2005	126.79
2/1/2005	126.64
2/2/2005	126.30
2/3/2005	126.76
2/4/2005	127.23
2/7/2005	128.46
2/8/2005	129.24
2/9/2005	129.02
2/10/2005	128.82
2/11/2005	128.22
2/14/2005	127.61
2/15/2005	127.25
2/16/2005	126.74
2/17/2005	126.40
2/18/2005	126.23
2/21/2005	126.25
2/22/2005	125.38
2/23/2005	124.79
2/24/2005	124.55
2/25/2005	125.03
2/28/2005	124.32
3/1/2005	125.07
3/2/2005	125.24
3/3/2005	125.65
3/4/2005	125.84
3/7/2005	124.60
3/8/2005	124.55
3/9/2005	123.57
3/10/2005	122.65
3/11/2005	122.79
3/14/2005	123.11
3/15/2005	123.52
3/16/2005	123.44
3/17/2005	122.98
3/18/2005	123.48
3/21/2005	124.22
3/22/2005	125.19
3/23/2005	127.00
3/24/2005	127.63
3/29/2005	128.56
3/30/2005	128.15
3/31/2005	128.41
4/1/2005	127.13
4/4/2005	128.04
4/5/2005	128.71
4/6/2005	128.02
4/7/2005	128.61
4/8/2005	129.61
4/11/2005	128.66
4/12/2005	127.86
4/13/2005	128.36
4/14/2005	129.01
4/15/2005	129.49
4/18/2005	128.27
4/19/2005	127.61
4/20/2005	127.27
4/21/2005	126.84
4/22/2005	127.27
4/25/2005	127.55
4/26/2005	127.81
4/27/2005	128.64
4/28/2005	128.48
4/29/2005	128.22
5/2/2005	129.26
5/3/2005	129.16
5/4/2005	128.61
5/5/2005	128.31
5/6/2005	128.60
5/9/2005	129.97
5/10/2005	128.54
5/11/2005	129.23
5/12/2005	129.09
5/13/2005	131.32
5/17/2005	131.95
5/18/2005	132.05
5/19/2005	131.48
5/20/2005	131.82
5/23/2005	132.68
5/24/2005	132.30
5/25/2005	132.35
5/26/2005	132.63
5/27/2005	132.85
5/30/2005	132.85
5/31/2005	134.62
6/1/2005	135.22
6/2/2005	136.05
6/3/2005	135.55
6/6/2005	135.71
6/7/2005	135.60
6/8/2005	135.23
6/9/2005	136.11
6/10/2005	136.27
6/13/2005	137.62
6/14/2005	138.42
6/15/2005	138.10
6/16/2005	137.81
6/17/2005	137.40
6/20/2005	136.10
6/21/2005	137.23
6/22/2005	136.68
6/23/2005	137.51
6/27/2005	137.11
6/28/2005	137.57
6/29/2005	138.37
6/30/2005	137.79
7/1/2005	138.25
7/4/2005	139.59
7/5/2005	140.06
7/6/2005	139.53
7/7/2005	139.49
7/8/2005	139.64
7/11/2005	139.82
7/12/2005	137.51
7/13/2005	137.51
7/14/2005	137.51
7/15/2005	137.51
7/18/2005	137.92
7/19/2005	138.94
7/20/2005	138.03
7/21/2005	137.11
7/22/2005	136.81
7/26/2005	138.19
7/27/2005	138.94
7/28/2005	138.09
7/29/2005	137.68
8/1/2005	136.33
8/2/2005	136.29
8/3/2005	136.37
8/4/2005	135.11
8/5/2005	134.73
8/8/2005	134.90
8/9/2005	134.56
8/10/2005	134.40
8/11/2005	134.13
8/12/2005	133.39
8/16/2005	134.65
8/17/2005	135.38
8/18/2005	135.71
8/19/2005	136.89
8/22/2005	136.89
8/23/2005	136.38
8/24/2005	136.72
8/25/2005	135.55
8/26/2005	135.11
8/29/2005	135.05
8/30/2005	136.27
8/31/2005	136.36
9/1/2005	135.05
9/2/2005	133.27
9/5/2005	132.95
9/6/2005	133.54
9/7/2005	133.00
9/8/2005	133.86
9/9/2005	133.91
9/12/2005	135.00
9/13/2005	135.55
9/14/2005	135.77
9/15/2005	136.19
9/16/2005	135.58
9/19/2005	137.19
9/20/2005	136.98
9/21/2005	136.23
9/22/2005	136.27
9/23/2005	137.28
9/26/2005	138.38
9/27/2005	138.66
9/28/2005	138.42
9/29/2005	138.08
9/30/2005	138.48
10/3/2005	139.35
10/4/2005	139.82
10/5/2005	139.35
10/6/2005	138.08
10/7/2005	137.51
10/10/2005	137.23
10/11/2005	138.42
10/13/2005	138.94
10/14/2005	139.00
